country,city,aqi,aqi_category,co_aqi,co_aqi_category,ozone_aqi,ozone_aqi_category,no2_aqi,no2_aqi_category,pm25_aqi,pm2.5_aqi_category
Germany,Olfen,32,good,1,good,27,good,4,good,32,good
Brazil,Olindina,25,good,0,good,6,good,1,good,25,good
Japan,Omagari,35,good,1,good,35,good,0,good,15,good
Netherlands,Oostburg,36,good,1,good,26,good,3,good,36,good
United States of America,Orem,73,moderate,2,good,26,good,7,good,73,moderate
United States of America,Orinda,52,moderate,1,good,22,good,11,good,52,moderate
Poland,Ostrzeszow,35,good,1,good,32,good,1,good,35,good
Guatemala,Ostuncalco,94,moderate,3,good,9,good,11,good,94,moderate
Congo,Ouesso,71,moderate,3,good,18,good,0,good,71,moderate
Brazil,Ouro Preto,61,moderate,2,good,3,good,5,good,61,moderate
Nigeria,Oyo,80,moderate,2,good,22,good,1,good,80,moderate
Kyrgyzstan,Ozgon,101,unhealthy for sensitive groups,1,good,60,moderate,0,good,101,unhealthy for sensitive groups
Italy,Pachino,48,good,1,good,45,good,0,good,48,good
India,Padra,156,unhealthy,1,good,33,good,0,good,156,unhealthy
Mauritius,Pailles,30,good,0,good,28,good,0,good,30,good
France,Paita,27,good,0,good,27,good,0,good,10,good
India,Palakkodu,57,moderate,0,good,30,good,0,good,57,moderate
Philippines,Palo,55,moderate,1,good,20,good,0,good,55,moderate
Indonesia,Pamekasan,54,moderate,1,good,35,good,0,good,54,moderate
China,Panchiao,69,moderate,1,good,45,good,4,good,69,moderate
China,Panshi,76,moderate,3,good,32,good,2,good,76,moderate
China,Panzhihua,74,moderate,3,good,29,good,2,good,74,moderate
Brazil,Paragominas,36,good,1,good,2,good,0,good,36,good
Brazil,Paraguacu,51,moderate,1,good,7,good,4,good,51,moderate
Peru,Paramonga,41,good,1,good,18,good,1,good,41,good
United States of America,Parkville,56,moderate,1,good,44,good,4,good,56,moderate
United States of America,Pasadena,58,moderate,1,good,43,good,5,good,58,moderate
United States of America,Pataskala,45,good,1,good,32,good,7,good,45,good
Kazakhstan,Pavlodar,50,good,1,good,41,good,0,good,50,good
India,Payyannur,68,moderate,0,good,24,good,0,good,68,moderate
United States of America,Pelham,46,good,1,good,46,good,2,good,31,good
Greece,Perama,67,moderate,1,good,44,good,2,good,67,moderate
Mexico,Perote,77,moderate,3,good,7,good,8,good,77,moderate
Serbia,Petrovaradin,63,moderate,1,good,33,good,1,good,63,moderate
Thailand,Phanom Thuan,42,good,0,good,19,good,0,good,42,good
Thailand,Phatthalung,59,moderate,1,good,27,good,0,good,59,moderate
Thailand,Phetchaburi,35,good,0,good,17,good,0,good,35,good
India,Phillaur,444,hazardous,2,good,111,unhealthy for sensitive groups,1,good,391,hazardous
Egypt,Rosetta,60,moderate,2,good,60,moderate,3,good,55,moderate
Italy,Rossano,48,good,1,good,48,good,0,good,12,good
Russian Federation,Rostov,32,good,1,good,32,good,0,good,26,good
United Kingdom of Great Britain and Northern Ireland,Royton,56,moderate,0,good,32,good,1,good,56,moderate
Germany,Rudolstadt,32,good,1,good,32,good,1,good,30,good
Czechia,Rumburk,29,good,0,good,29,good,2,good,29,good
Malawi,Rumphi,28,good,0,good,19,good,0,good,28,good
Switzerland,Ruti,34,good,1,good,25,good,2,good,34,good
Brazil,Ruy Barbosa,18,good,0,good,8,good,0,good,18,good
Serbia,Sabac,68,moderate,1,good,32,good,1,good,68,moderate
Cuba,Sagua La Grande,89,moderate,1,good,22,good,1,good,89,moderate
India,Sahibganj,208,very unhealthy,3,good,152,unhealthy,1,good,208,very unhealthy
United States of America,Saint Matthews,58,moderate,2,good,29,good,12,good,58,moderate
United States of America,Saint Pete Beach,53,moderate,1,good,40,good,6,good,53,moderate
Canada,Saint Thomas,35,good,1,good,35,good,3,good,34,good
France,Saint Cyr Sur Loire,37,good,1,good,25,good,2,good,37,good
Belgium,Saint Nicolas,35,good,1,good,32,good,3,good,35,good
France,Saint Quentin,39,good,1,good,25,good,2,good,39,good
Saudi Arabia,Sakakah,122,unhealthy for sensitive groups,1,good,49,good,0,good,122,unhealthy for sensitive groups
Japan,Sakurai,40,good,1,good,40,good,2,good,34,good
United Kingdom of Great Britain and Northern Ireland,Salford,58,moderate,0,good,32,good,1,good,58,moderate
India,Salon,303,hazardous,1,good,48,good,0,good,260,very unhealthy
Brazil,Salvador,30,good,0,good,16,good,1,good,30,good
India,Sambhar,193,unhealthy,0,good,38,good,0,good,193,unhealthy
Turkey,Samsun,36,good,1,good,36,good,0,good,30,good
Indonesia,Prabumulih,49,good,1,good,30,good,0,good,49,good
Brazil,Presidente Prudente,32,good,1,good,14,good,1,good,32,good
United States of America,Prichard,28,good,1,good,22,good,4,good,28,good
Canada,Prince George,21,good,1,good,21,good,1,good,13,good
Indonesia,Pringsewu,63,moderate,2,good,40,good,0,good,63,moderate
Peru,Pucallpa,30,good,1,good,1,good,0,good,30,good
Spain,Puertollano,32,good,1,good,30,good,1,good,32,good
Mexico,Purepero,48,good,1,good,5,good,4,good,48,good
Israel,Qiryat Gat,80,moderate,1,good,62,moderate,4,good,80,moderate
Chile,Quillota,182,unhealthy,14,good,1,good,23,good,182,unhealthy
India,Rafiganj,356,hazardous,1,good,60,moderate,0,good,284,very unhealthy
United States of America,Rahway,62,moderate,1,good,44,good,5,good,62,moderate
Bangladesh,Rajshahi,191,unhealthy,2,good,133,unhealthy for sensitive groups,2,good,191,unhealthy
India,Rajur,150,unhealthy,1,good,41,good,0,good,150,unhealthy
Thailand,Phrai Bung,53,moderate,0,good,27,good,0,good,53,moderate
India,Phulpur,226,very unhealthy,1,good,48,good,1,good,226,very unhealthy
Brazil,Picos,16,good,0,good,12,good,0,good,16,good
Finland,Pietarsaari,34,good,1,good,34,good,1,good,17,good
Germany,Pirmasens,30,good,1,good,27,good,2,good,30,good
United States of America,Plum,55,moderate,2,good,26,good,12,good,55,moderate
Benin,Pobe,73,moderate,1,good,20,good,1,good,73,moderate
Italy,Policoro,46,good,1,good,46,good,0,good,14,good
Sierra Leone,Port Loko,48,good,1,good,16,good,0,good,48,good
Haiti,Port De Paix,103,unhealthy for sensitive groups,1,good,25,good,1,good,103,unhealthy for sensitive groups
Portugal,Porto Salvo,46,good,0,good,30,good,2,good,46,good
United States of America,Poughkeepsie,43,good,1,good,43,good,2,good,39,good
United States of America,Randallstown,52,moderate,1,good,44,good,4,good,52,moderate
India,Rania,500,hazardous,1,good,40,good,0,good,464,hazardous
Thailand,Ranong,36,good,0,good,16,good,0,good,36,good
Germany,Rathenow,39,good,0,good,39,good,0,good,23,good
Russian Federation,Reutov,58,moderate,1,good,25,good,9,good,58,moderate
Brazil,Ribeira Do Pombal,24,good,0,good,7,good,1,good,24,good
Brazil,Ribeirao Bonito,52,moderate,1,good,4,good,3,good,52,moderate
United States of America,Richardson,56,moderate,1,good,21,good,6,good,56,moderate
United States of America,Richmond,76,moderate,2,good,15,good,17,good,76,moderate
Brazil,Rio Bonito,95,moderate,3,good,23,good,8,good,95,moderate
Peru,Rioja,25,good,1,good,3,good,0,good,25,good
France,Riom,40,good,1,good,30,good,1,good,40,good
Lebanon,Riyaq,78,moderate,1,good,46,good,1,good,78,moderate
Italy,Rocca Priora,47,good,1,good,47,good,2,good,27,good
France,Rodez,42,good,1,good,31,good,1,good,42,good
Brazil,Rolandia,39,good,1,good,14,good,2,good,39,good
France,Romans Sur Isere,37,good,1,good,30,good,1,good,37,good
Philippines,Romblon,50,good,1,good,23,good,0,good,50,good
India,Dalmau,190,unhealthy,2,good,98,moderate,1,good,190,unhealthy
United States of America,Daly City,62,moderate,1,good,18,good,13,good,62,moderate
India,Damnagar,152,unhealthy,0,good,29,good,0,good,152,unhealthy
Thailand,Dan Khun Thot,56,moderate,1,good,31,good,0,good,56,moderate
China,Dancheng,145,unhealthy for sensitive groups,2,good,145,unhealthy for sensitive groups,3,good,82,moderate
India,Dankaur,292,very unhealthy,3,good,136,unhealthy for sensitive groups,3,good,292,very unhealthy
United Republic of Tanzania,Dareda,20,good,0,good,14,good,0,good,20,good
India,Dattapur,153,unhealthy,0,good,29,good,0,good,153,unhealthy
Brazil,Delmiro Gouveia,25,good,0,good,9,good,1,good,25,good
Uruguay,Delta Del Tigre,38,good,1,good,19,good,2,good,38,good
India,Delvada,158,unhealthy,0,good,25,good,0,good,158,unhealthy
Russian Federation,Desnogorsk,34,good,1,good,34,good,0,good,10,good
Turkey,Develi,46,good,1,good,29,good,0,good,46,good
India,Dewa,173,unhealthy,3,good,159,unhealthy,1,good,173,unhealthy
Turkey,Dinar,44,good,1,good,33,good,0,good,44,good
Ukraine,Dniprorudne,39,good,1,good,39,good,0,good,12,good
Benin,Dogbo,101,unhealthy for sensitive groups,3,good,18,good,2,good,101,unhealthy for sensitive groups
Russian Federation,Donskoye,37,good,1,good,37,good,0,good,30,good
United States of America,Dumas,60,moderate,1,good,22,good,3,good,60,moderate
United Republic of Tanzania,Dunda,23,good,0,good,17,good,0,good,23,good
United States of America,Dyersburg,93,moderate,1,good,24,good,5,good,93,moderate
United States of America,Eatontown,28,good,1,good,28,good,8,good,25,good
Mexico,Ebano,91,moderate,2,good,22,good,3,good,91,moderate
United States of America,El Campo,39,good,1,good,22,good,1,good,39,good
Mexico,El Pueblito,66,moderate,1,good,10,good,5,good,66,moderate
Bolivia (Plurinational State of),El Torno,6,good,0,good,5,good,0,good,6,good
United States of America,Ellicott City,44,good,1,good,27,good,10,good,44,good
Pakistan,Eminabad,153,unhealthy,3,good,153,unhealthy,1,good,152,unhealthy
Japan,Ena,42,good,1,good,42,good,0,good,12,good
Italy,Giussano,62,moderate,1,good,32,good,4,good,62,moderate
United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,good,1,good,22,good,6,good,35,good
United Kingdom of Great Britain and Northern Ireland,Glossop,27,good,1,good,25,good,3,good,27,good
Namibia,Gobabis,19,good,0,good,18,good,0,good,19,good
India,Gobindapur,198,unhealthy,3,good,91,moderate,3,good,198,unhealthy
India,Gobindpur,175,unhealthy,1,good,51,moderate,1,good,175,unhealthy
Spain,Godella,33,good,1,good,33,good,1,good,28,good
India,Gohad,194,unhealthy,1,good,46,good,0,good,194,unhealthy
India,Gohana,500,hazardous,1,good,47,good,1,good,500,hazardous
Brazil,Goiatuba,37,good,1,good,3,good,3,good,37,good
Netherlands,Goirle,30,good,0,good,30,good,2,good,27,good
United States of America,Golden Glades,61,moderate,1,good,10,good,16,good,61,moderate
Poland,Goleniow,32,good,1,good,24,good,3,good,32,good
Iran (Islamic Republic of),Gonbad E Qabus,84,moderate,1,good,45,good,0,good,84,moderate
Russian Federation,Gorodishche,33,good,1,good,33,good,1,good,21,good
Japan,Gotsu,44,good,1,good,44,good,0,good,15,good
Albania,Gramsh,68,moderate,1,good,39,good,1,good,68,moderate
United States of America,Granger,57,moderate,2,good,21,good,11,good,57,moderate
United States of America,Grants Pass,29,good,1,good,29,good,2,good,27,good
Mexico,Guasave,35,good,1,good,22,good,1,good,35,good
Germany,Guben,37,good,1,good,21,good,4,good,37,good
Cameroon,Guider,76,moderate,3,good,8,good,1,good,76,moderate
China,Guilin,90,moderate,3,good,46,good,3,good,90,moderate
France,Guipavas,34,good,1,good,26,good,9,good,34,good
United States of America,Fort Walton Beach,65,moderate,1,good,30,good,1,good,65,moderate
France,Fosses,29,good,0,good,28,good,2,good,29,good
United States of America,Fountain Hills,37,good,1,good,27,good,8,good,37,good
United States of America,Fountain,72,moderate,1,good,29,good,3,good,72,moderate
Brazil,Francisco Morato,169,unhealthy,7,good,0,good,21,good,169,unhealthy
Germany,Freiberg,36,good,1,good,25,good,3,good,36,good
United States of America,Front Royal,46,good,1,good,37,good,2,good,46,good
Japan,Fuchu,71,moderate,1,good,71,moderate,3,good,49,good
Germany,Gaggenau,29,good,0,good,29,good,2,good,26,good
Israel,Gan Yavne,77,moderate,1,good,43,good,6,good,77,moderate
India,Gauribidanur,48,good,0,good,24,good,0,good,48,good
Spain,Gava,57,moderate,1,good,19,good,10,good,57,moderate
Italy,Gela,53,moderate,1,good,38,good,2,good,53,moderate
Netherlands,Gennep,30,good,0,good,25,good,3,good,30,good
Germany,Genthin,31,good,0,good,30,good,1,good,31,good
Guyana,Georgetown,27,good,0,good,19,good,0,good,27,good
Germany,Gera,30,good,0,good,28,good,2,good,30,good
India,Gevrai,120,unhealthy for sensitive groups,1,good,30,good,0,good,120,unhealthy for sensitive groups
United States of America,Lake Jackson,25,good,0,good,24,good,2,good,25,good
United States of America,Lakeside,57,moderate,2,good,22,good,14,good,57,moderate
Thailand,Lam Luk Ka,66,moderate,1,good,28,good,1,good,66,moderate
Philippines,Lamacan,70,moderate,1,good,21,good,0,good,70,moderate
Iran (Islamic Republic of),Lar,105,unhealthy for sensitive groups,1,good,49,good,0,good,105,unhealthy for sensitive groups
Brazil,Laranjeiras Do Sul,12,good,1,good,12,good,0,good,11,good
China,Lasa,25,good,0,good,25,good,0,good,12,good
India,Lasalgaon,129,unhealthy for sensitive groups,0,good,30,good,0,good,129,unhealthy for sensitive groups
Germany,Lauda Konigshofen,32,good,1,good,27,good,3,good,32,good
France,Le Port,42,good,1,good,28,good,0,good,42,good
Brazil,Lencois Paulista,34,good,1,good,13,good,1,good,34,good
Colombia,Lerida,60,moderate,2,good,8,good,4,good,60,moderate
Netherlands,Leusden,33,good,0,good,33,good,1,good,26,good
United Kingdom of Great Britain and Northern Ireland,Lewes,37,good,1,good,12,good,13,good,37,good
Philippines,Lianga,50,good,1,good,20,good,0,good,50,good
France,Libourne,46,good,1,good,26,good,2,good,46,good
Germany,Limbach Oberfrohna,31,good,0,good,28,good,1,good,31,good
Malaysia,Limbang,95,moderate,9,good,95,moderate,0,good,46,good
China,Lishan,192,unhealthy,4,good,192,unhealthy,6,good,124,unhealthy for sensitive groups
Czechia,Litovel,49,good,1,good,24,good,2,good,49,good
Belgium,Lokeren,31,good,0,good,31,good,2,good,31,good
Belgium,Londerzeel,34,good,0,good,29,good,3,good,34,good
Netherlands,Loon Op Zand,32,good,0,good,27,good,3,good,32,good
Congo,Loubomo,100,unhealthy for sensitive groups,1,good,16,good,0,good,100,unhealthy for sensitive groups
Senegal,Louga,176,unhealthy,2,good,21,good,3,good,176,unhealthy
Poland,Lubin,35,good,1,good,20,good,3,good,35,good
Poland,Lublin,32,good,1,good,32,good,1,good,28,good
Indonesia,Lubuk Pakam,98,moderate,2,good,47,good,0,good,98,moderate
Philippines,Lucena,32,good,1,good,29,good,0,good,32,good
India,Lunavada,164,unhealthy,1,good,35,good,0,good,164,unhealthy
Ukraine,Lvov,61,moderate,1,good,29,good,1,good,61,moderate
Brazil,Macapa,16,good,1,good,12,good,0,good,16,good
Pakistan,Madeji,167,unhealthy,1,good,49,good,1,good,167,unhealthy
Lesotho,Mafeteng,117,unhealthy for sensitive groups,4,good,14,good,7,good,117,unhealthy for sensitive groups
United States of America,Magnolia,56,moderate,1,good,25,good,2,good,56,moderate
United Republic of Tanzania,Magomeni,50,good,0,good,23,good,0,good,50,good
India,Mahbubabad,119,unhealthy for sensitive groups,1,good,35,good,0,good,119,unhealthy for sensitive groups
India,Mahoba,180,unhealthy,1,good,45,good,0,good,180,unhealthy
India,Maihar,171,unhealthy,1,good,36,good,0,good,171,unhealthy
India,Mainpuri,434,hazardous,1,good,53,moderate,1,good,362,hazardous
United States of America,Maitland,53,moderate,1,good,18,good,14,good,53,moderate
Ukraine,Makiyivka,50,good,1,good,24,good,11,good,50,good
France,Malakoff,40,good,1,good,26,good,3,good,40,good
Philippines,Malandag,55,moderate,1,good,19,good,0,good,55,moderate
Benin,Malanville,34,good,1,good,18,good,1,good,34,good
Iran (Islamic Republic of),Malard,172,unhealthy,3,good,172,unhealthy,5,good,145,unhealthy for sensitive groups
Italy,Malnate,69,moderate,1,good,22,good,6,good,69,moderate
Mongolia,Mandalgovi,38,good,0,good,38,good,0,good,34,good
India,Mangawan,184,unhealthy,1,good,39,good,1,good,184,unhealthy
Democratic Republic of the Congo,Manono,74,moderate,2,good,23,good,1,good,74,moderate
Venezuela (Bolivarian Republic of),Maracaibo,118,unhealthy for sensitive groups,1,good,17,good,4,good,118,unhealthy for sensitive groups
Italy,Marano Di Napoli,52,moderate,1,good,52,moderate,1,good,36,good
India,Gunnaur,500,hazardous,1,good,73,moderate,1,good,500,hazardous
Germany,Hagen,30,good,0,good,30,good,1,good,25,good
China,Haian,207,very unhealthy,4,good,207,very unhealthy,3,good,150,unhealthy
France,Halluin,35,good,0,good,28,good,2,good,35,good
Germany,Hamburg,34,good,0,good,28,good,2,good,34,good
United States of America,Hanahan,73,moderate,2,good,35,good,8,good,73,moderate
Japan,Hanamaki,38,good,1,good,38,good,0,good,20,good
India,Hangal,70,moderate,0,good,22,good,0,good,70,moderate
Bulgaria,Harmanli,40,good,1,good,40,good,1,good,24,good
Pakistan,Harunabad,500,hazardous,1,good,43,good,0,good,443,hazardous
Germany,Hattingen,28,good,0,good,27,good,2,good,28,good
United States of America,Hauppauge,52,moderate,1,good,27,good,12,good,52,moderate
United States of America,Hayward,70,moderate,2,good,20,good,20,good,70,moderate
Finland,Heinola,33,good,0,good,33,good,0,good,5,good
Japan,Hekinan,59,moderate,1,good,59,moderate,1,good,23,good
Germany,Hemsbach,30,good,0,good,30,good,1,good,24,good
China,Hengyang,169,unhealthy,4,good,169,unhealthy,3,good,150,unhealthy
Japan,Hirata,45,good,1,good,45,good,0,good,16,good
Japan,Hobara,44,good,1,good,44,good,0,good,22,good
United States of America,Hoboken,61,moderate,1,good,27,good,11,good,61,moderate
Somalia,Hobyo,58,moderate,0,good,21,good,0,good,58,moderate
Japan,Hofu,44,good,1,good,44,good,0,good,32,good
Solomon Islands,Honiara,18,good,0,good,18,good,0,good,6,good
India,Honnali,65,moderate,0,good,22,good,0,good,65,moderate
Paraguay,Horqueta,20,good,0,good,20,good,0,good,20,good
Armenia,Hrazdan,31,good,0,good,31,good,0,good,30,good
China,Hsinchu,138,unhealthy for sensitive groups,3,good,138,unhealthy for sensitive groups,2,good,112,unhealthy for sensitive groups
Peru,Huaura,39,good,1,good,19,good,1,good,39,good
Zimbabwe,Hwange,44,good,0,good,17,good,0,good,44,good
Japan,Ichihara,74,moderate,1,good,74,moderate,1,good,35,good
India,Idukki,51,moderate,0,good,23,good,0,good,51,moderate
Nigeria,Ikom,125,unhealthy for sensitive groups,5,good,16,good,2,good,125,unhealthy for sensitive groups
India,Khed,95,moderate,0,good,22,good,0,good,95,moderate
